id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
ark://27927/phx68dqwxj4,Index,Currents in Transatlantic History,2017,,chapter,,portico,,2017-01-01,,,,Steven G. Reinhardt; Marcus Rediker; Benjamin Mark Allen; Emmanuel Mbah; Julie Holcomb; Thomas Aiello,Texas A&M University Press,eng,183,197,,cotton; amistad; dallas lancashire; american west; african cameroonian; hunter writers; amistad rebellion; lancashire transatlantic; british; transatlantic bond,3827,15,unigram; bigram; trigram
ark://27927/phw16q5px05,Career Jobs are Dead,California Management Review,1999,10.2307/41166023,article,research-article,portico,,1999-10-01,1,42,http://doi.org/10.2307/41166023,Peter Cappelli,SAGE Publications,eng,146,167,,employees; career jobs; employment; outside hiring; labor markets; dead california; california management; job security; management review; good jobs,10633,22,unigram; bigram; trigram
http://www.jstor.org/stable/j.ctv2rb75g6.10,The Independent Exhibitor’s Pal:,Ink-Stained Hollywood: The Triumph of American Cinema’s Trade Press,2022,,chapter,chapter,jstor,,2022-01-01,,,http://www.jstor.org/stable/j.ctv2rb75g6.10,Eric Hoyt,University of California Press,eng,79,108,"Oakland, California",exhibitors; picture; distributors; harrison; picture news; producer distributors; motion; exhibitors herald; quigley; regional trade,13072,29,unigrams; bigrams; trigrams; fullText
http://www.jstor.org/stable/saoa.crl.34611801,"Amrita Bazar Patrika (April 11, 1945)",,1945,,newspaper,,saoa,Newspapers; South Asia Open Archives (SAOA) | Print,1945-04-11,101,77,http://www.jstor.org/stable/saoa.crl.34611801,Tushar Kanti Ghosh,Printed and published by Bijoli Kanti Ghosh at the Patrika Press,eng,,,Calcutta,calcutta; patrika; dearness allowance; candidates; patrika calcutta; patrika cal; bengal; railway; japanese; howrah,27977,8,unigrams; bigrams; trigrams
http://www.jstor.org/stable/23359579,Asians as Stereotypes and Students: Misperceptions That Persist,Educational Psychology Review,1992,,article,research-article,jstor,,1992-03-01,1,4,http://www.jstor.org/stable/23359579,Albert H. Yee,Springer,eng,95,132,,asians; asian students; chinese; japanese; achievement; toward asians; americans; stereotype; asian stereotype; model minority,17188,38,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.3366/j.ctv27qzrrt.3,Notes on Contributors,Binge-Watching and Contemporary Television Research,2021,,chapter,frontmatter,jstor,,2021-01-01,,,http://www.jstor.org/stable/10.3366/j.ctv27qzrrt.3,Mareike Jenner,Edinburgh University Press,eng,vii,ix,EDINBURGH,television; anglia ruskin; research; new media; university; television aesthetics; tanya horeck; television studies; júlia havas; associate professor,940,,unigrams; bigrams; trigrams; fullText
ark://27927/phzk4j50h81,2. The Producer,Making Patton,2020,,chapter,,portico,,2020-01-01,,,,Nicholas Evan Sarantakes,University Press of Kansas,eng,,,,mccarthy; zanuck; patton; studio; warner bros; skouras; patton project; marshall; defense; twentieth century fox,7362,17,unigram; bigram; trigram
ark://27927/phzg2pqxttk,Introduction- Setting the Scene: Women in the Irish film industry ,Women in the Irish Film Industry,2020,,chapter,,portico,,2020-01-01,,,,SUSAN LIDDY,Cork University Press,eng,,,,irish film; film industry; gender; gender equality; screen ireland; irish film industry; female; feminist; waking the feminists; susan liddy,5116,14,unigram; bigram; trigram
ark://27927/pbd83xmtwf,New Spaces of Empire: Quebec Cinemas Centers and Peripheries,Cinema at the Periphery,2010,,chapter,,portico,,2010-01-01,,,,Bill Marshall,Wayne State University Press,eng,119,134,,quebec; cinema; canada; quebec cinema; deleuze; invasions barbares; french; peripheries; quebec film; claude,6893,16,unigram; bigram; trigram
ark://27927/phzmzn9w7wv,Issue Matter,Journal of Small Business and Enterprise Development,2020,,article,,portico,,2020-02-04,1,27,,,Emerald Group Publishing,eng,,,,entrepreneurial; entrepreneurial self; ese profiles; entrepreneurial behavior; efficacy; entrepreneurial self efficacy; entrepreneurship; different ese; ese beliefs; entrepreneurs,95909,176,unigram; bigram; trigram
ark://27927/pjbn153xqn1,5. From 1920 to 1950 in the United States: The Symphony in a World Upended,"The Symphonic Repertoire, Volume V",2023,,chapter,,portico,,2023-01-01,,,,"Susan Key, with Drew Massey",Indiana University Press,eng,,,,symphony; composers; copland; musical; symphonic; american; aaron copland; airborne; drew massey; ballad,133321,175,unigram; bigram; trigram
http://www.jstor.org/stable/48595777,Public Ideas,American Sociological Review,2019,,article,research-article,jstor,,2019-06-01,3,84,http://www.jstor.org/stable/48595777,Tim Hallett; Orla Stapleton; Michael Sauder,American Sociological Association,eng,545,576,,applicative flexibility; public; public ideas; bowling alone; interpretant; cultural; object; social; objects; cultural objects,24135,32,unigrams; bigrams; trigrams
http://www.jstor.org/stable/1393248,"Promotion, Persuasion and Class-Taste: Marketing (In) the UK Post-Compulsory Sector",British Journal of Sociology of Education,1999,,article,research-article,jstor,,1999-09-01,3,20,http://www.jstor.org/stable/1393248,Meg Maguire; Stephen J. Ball; Sheila Macrae,"Taylor & Francis, Ltd.",eng,291,308,,marketing; brochures; students; providers; prospectus; education; college; institutions; compulsory; promotion,9560,18,unigrams; bigrams; trigrams
http://www.jstor.org/stable/41687354,Integrating the Film Industry's Craft Unions: An Interview with Grace Blake,Cinéaste,1994,,article,research-article,jstor,,1994-01-01,4,20,http://www.jstor.org/stable/41687354,Jesse Rhines; Grace Blake,"Cineaste Publishers, Inc",eng,30,31,,cineaste; people; production; producer; filmmakers; spike lee; black people; blacks; production coordinator; interns,2418,2,unigrams; bigrams; trigrams
https://chroniclingamerica.loc.gov/lccn/sn86063730/1935-08-24/ed-1,"Brownsville herald. [volume] : (Brownsville, Tex.) 1910-current, issue 1935-08-24","Brownsville herald. [volume] : (Brownsville, Tex.) 1910-current",1935,,newspaper,,loc-chronam,,1935-08-24,,,https://chroniclingamerica.loc.gov/lccn/sn86063730/1935-08-24/ed-1/,,Brownsville Herald Pub. Co.,spa; eng,1,14,"Brownsville, Tex.",brownsville; barnabas; san benito; amendment; tarpon; valley; colors; rio hondo; private schools; harlingen,48559,14,unigrams; bigrams; trigrams
http://www.jstor.org/stable/43188774,NOTES FROM THE FIELD: Detail,The Art Bulletin,2012,,article,research-article,jstor,,2012-12-01,4,94,http://www.jstor.org/stable/43188774,Susan Hiller; Spike Bucklow; Johannes Endres; Carlo Ginzburg; Joan Kee; Spyros Papapetros; Adrian Rifkin; Joanna Roche; Nina Rowe; Alain Schnapp; Blake Stimson; Robert Williams,"Taylor & Francis, Ltd.",eng,490,514,,warburg; detail; myrons; myrons cow; lapis lazuli; aby warburg; artists; xciv number; art bulletin; gombrich,17864,25,unigrams; bigrams; trigrams
ark://27927/phw6p347zj,Mike Leigh by Sean O’Sullivan (review),Journal of Film and Video,2014,,article,review,portico,,2014-05-10,2,66,,Andrea Meyer,Project MUSE,eng,51,53,,mike leigh; practical moviemaking; hollywood; secrets lies; filmmaking; hollywood left; covent garden; side shots; contrivance; director,1881,3,unigram; bigram; trigram
ark://27927/phw8mm1jwn,Digital as the New Popular in African Cinema?: Case Studies from the Continent,Research in African Literatures,2012,,article,,portico,,2012-11-14,4,43,,Lizelle. Bisschoff; Ann. Overbergh,Project MUSE,eng,112,127,,african; filmmaking; popular; digital; cinema; digital filmmaking; african cinema; popular arts; nollywood; people,8663,16,unigram; bigram; trigram
ark://27927/phz5kkk3vvm,Working from the Other Office: Trialling Co‐Working Spaces for Public Servants,Australian Journal of Public Administration,2018,10.1111/1467-8500.12317,article,article,portico,,2018-12-01,4,77,http://doi.org/10.1111/1467-8500.12317,Marcus Foth; Greg Hearn; Kirralie Rochelle Houghton,"John Wiley & Sons, Inc.",eng,757,778,,participants; spaces; office; flexible work; working spaces; houghton foth; administration australia; productivity; public administration; queensland government,9826,22,unigram; bigram; trigram
ark://27927/pjbpxnbdf52,"Introduction to Decolonize, Humxnize","Decolonize, Humxnize",2024,,chapter,,portico,,2024-01-01,,,,"Kathryn Toure, Roopal Thaker, Rama Salla Dieng",Langaa RPCIG,eng,,,,decolonize; decolonize humxnize; african; salla dieng; colonial; kathryn toure; feminist; rama salla; bamenda langaa; moreno ruiz,7899,22,unigram; bigram; trigram
http://www.jstor.org/stable/30040384,Stars and Masculinities in Spanish Cinema: From Banderas to Bardem,Hispanic Review,2005,,article,book-review,jstor,,2005-12-01,1,73,http://www.jstor.org/stable/30040384,Patrick Paul Garlinger; Chris Perriam,University of Pennsylvania Press,eng,124,126,,masculinity; bardems; actors; performances; screen; stars image; star personae; banderas; bardems hypermasculine; sex appeal,1420,3,unigrams; bigrams; trigrams
ark://27927/pgh2wq0n0rv,Testing for Discrimination against Lesbians of Different Marital Status: A Field Experiment,Industrial Relations: A Journal of Economy and Society,2015,10.1111/irel.12079,article,,portico,,2015-01-01,1,54,http://doi.org/10.1111/irel.12079,Doris Weichselbaumer,"John Wiley & Sons, Inc.",eng,131,161,,lesbian; sexual orientation; heterosexual; discrimination; partnered lesbian; lesbian organization; married heterosexual; heterosexual woman; single lesbian; registered partnership,12578,31,unigram; bigram; trigram
ark://27927/pbf3p1bc4g,Introduction,Chanteuse in the City,2004,10.1525/j.ctt1ppxzr.4,chapter,,portico,,2004-08-09,,,https://doi.org/10.1525/j.ctt1ppxzr.4,KELLEY CONWAY,University of California Press,eng,1,26,,realist singer; cinema; realist song; café concert; french cinema; french; feminist film; faubourg montmartre; female; french film,11046,26,unigram; bigram; trigram
http://www.jstor.org/stable/3814967,"Film Journeys of the Krzeminski Brothers, 1900-1908",Film History,1994,,article,research-article,jstor,,1994-07-01,2,6,http://www.jstor.org/stable/3814967,Malgorzata Hendrykowska,Indiana University Press,eng,206,218,,antoni; wladyslaw; cinema; brothers; antoni krzeminski; cinematograph; krzeminski brothers; wladyslaw krzeminski; animated photographs; warsaw,7957,13,unigrams; bigrams; trigrams
ark://27927/pjc63kmrbh0,Gender and Access in Commonwealth Higher Education,"As the World Turns: Implications of Global Shifts in Higher Education for Theory, Research and Practice",2012,10.1108/S1479-358X(2012)0000007005,chapter,,portico,,2012-01-01,,,https://doi.org/10.1108/S1479-358X(2012)0000007005,Louise Morley,Emerald Group Publishing,eng,41,69,,education; gender; affirmative; higher; students; nigerian; female students; morley; access; gender equity,15003,29,unigram; bigram; trigram
http://www.jstor.org/stable/10.3998/mpub.12297089,Mediating Gender in Post-Authoritarian South Korea,,2024,,book,book,jstor,,2024-01-01,,,http://www.jstor.org/stable/10.3998/mpub.12297089,Michelle Cho; Jesook Song,,eng,,,Ann Arbor,fathers; korean; masculinity; south korea; daughter; gender; fatherhood; mediating gender; financial crisis; asian financial,141463,,unigrams; bigrams; trigrams; fullText
http://www.jstor.org/stable/2163213,"Struggles for the Screen: Workers, Radicals, and the Political Uses of Silent Film",The American Historical Review,1991,,article,research-article,jstor,,1991-04-01,2,96,http://www.jstor.org/stable/2163213,Steven J. Ross,Oxford University Press,eng,333,367,,mass culture; movies; workers; york call; radicals; socialist; socialists; newsreels; audiences; unionists,19984,35,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24886568,Reading Hong Shen Intermedially,Modern Chinese Literature and Culture,2015,,article,research-article,jstor,,2015-10-01,2,27,http://www.jstor.org/stable/24886568,Liang Luo,Modern Chinese Literature and Culture,eng,208,248,,hong shen; theater; chinese; intermedial; modern chinese; reading hong; characters; chinese theater; performance; chinese literature,14283,41,unigrams; bigrams; trigrams
ark://27927/phx645rrqns,Book Reviews: Book Reviews policy,Journalism & Mass Communication Quarterly,2007,10.1177/107769900708400312,article,,portico,,2007-09-01,3,84,http://doi.org/10.1177/107769900708400312,,SAGE Publications,eng,625,660,,scalzo; journalism; reasoner; harry reasoner; television; reviewed; journalists; mass communication; advertising; planning,19842,36,unigram; bigram; trigram
ark://27927/pbd6fj6500,"1 
                  Stagecoach and Hollywood's A-Western Renaissance",John Fords StagecoachJohn Ford's Stagecoach,2009,10.1017/CBO9780511615269.002,chapter,,portico,,2009-01-01,,,https://doi.org/10.1017/CBO9780511615269.002,Barry Keith Grant,Cambridge University Press,eng,21,47,,stagecoach; western; dodge city; books online; thomas schatz; jesse james; lordsburg; cambridge; wanger; outlaw,10062,27,unigram; bigram; trigram
ark://27927/pbd1ph6pg5r,Index,The Cambridge History of Musical Performance,2011,,chapter,,portico,,2011-01-01,,,,Colin Lawson; Robin Stowell,Cambridge University Press,eng,894,906,,orchestra; symphony orchestra; johann; philharmonic orchestra; philharmonic; françois; london; friedrich; giovanni battista; giovanni,5475,13,unigram; bigram; trigram
ark://27927/pfgq07tt6,The New Negro Movement and the African Heritage in A Pan-Africanist Perspective,Journal of Black Studies,2001,10.1177/002193470103100304,article,other,portico,,2001-01-01,3,31,http://doi.org/10.1177/002193470103100304,Sonia Delgado-Tall,SAGE Publications,eng,288,310,,african; african heritage; harlem renaissance; delgado tall; harlem; negro movement; hurston; cultural; dubois; hughes,10266,23,unigram; bigram; trigram
ark://27927/pgg1s1bx84b,"Harnessing fortune. Personhood, memory and place in Mongolia by Empson, Rebecca M",Social Anthropology,2013,10.1111/1469-8676.12004_6,article,,portico,,2013-02-01,1,21,http://doi.org/10.1111/1469-8676.12004_6,DOMINIC MARTIN,"John Wiley & Sons, Inc.",eng,101,102,,anthropologists; social anthropologists; intangible heritage; krause jensen; chibnik; anthropology; havana; mediterranean; political; mauritius,18076,29,unigram; bigram; trigram
http://www.jstor.org/stable/10.1525/fq.2005.58.4.64,James Whale: A New World of Gods and Monsters,Film Quarterly,2005,,article,book-review,jstor,,2005-06-01,4,58,http://www.jstor.org/stable/10.1525/fq.2005.58.4.64,Kevin Canfield; James Curtis,University of California Press,en,64,65,,frankenstein; james whale; curtis; monster; hollywood; connolly; karloff; movies; pretorius; film industry,1996,2,unigrams; bigrams; trigrams
ark://27927/pgh12t2n8jc,Censorium: Cinema and the Open Edge of Mass Publicity by William Mazzarella.,American Anthropologist,2014,10.1111/aman.12136_15,article,,portico,,2014-09-01,3,116,http://doi.org/10.1111/aman.12136_15,Monika Mehta,"John Wiley & Sons, Inc.",eng,687,688,,jazz cosmopolitanism; ethnography; tibetan; ethnographic; condry; tibetan buddhist; multilingualism; kockelman; american anthropologist; conquergood,26665,34,unigram; bigram; trigram
ark://27927/pgjrjtgsjv,"John Kitzmiller, Euro-American Difference, and the Cinema of the West",Black Camera,2015,10.2979/blackcamera.6.2.17,article,"""research-article""",portico,,2015-04-01,2,6,http://doi.org/10.2979/blackcamera.6.2.17,Saverio Giovacchini,Indiana University Press,eng,17,41,,kitzmiller; italian; senza pietà; cinema; tombolo; john kitzmiller; italian cinema; vivere; città aperta; black camera,11747,25,unigram; bigram; trigram
http://www.jstor.org/stable/40664148,The Secret Life of Focus Groups: Robert Merton and the Diffusion of a Research Method,The American Sociologist,2010,,article,research-article,jstor,,2010-06-01,2,41,http://www.jstor.org/stable/40664148,Raymond M. Lee,American Sociological Association,eng,115,141,,merton; focused interview; interviewing; focus groups; marketing; research; marketing research; documents; group interview; citation,14760,27,unigrams; bigrams; trigrams
